"id","time","censored","total_charges","monthly_charges","contract","payment_method","paperless","gender","senior","partner","dependents","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies"
4622,6,1,314.6,49.45,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","No","DSL","Yes","No","No","No","No","No"
4623,52,1,4331.4,83.8,"Month-to-month","Credit card (automatic)","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","Yes"
4624,69,1,6382,95.35,"Month-to-month","Bank transfer (automatic)","Yes","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes"
4625,8,0,740.3,94.7,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes"
4626,8,1,600.15,74.05,"Month-to-month","Bank transfer (automatic)","Yes","Female","Yes","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","No"
4627,63,1,5538.8,89.6,"Month-to-month","Bank transfer (automatic)","Yes","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes"
4628,60,1,7049.5,116.6,"One year","Credit card (automatic)","Yes","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
4629,12,1,690.5,54.2,"Month-to-month","Bank transfer (automatic)","No","Female","No","Yes","No","Yes","No","DSL","Yes","No","No","Yes","No","No"
4630,13,1,279.3,19.3,"Month-to-month","Mailed check","Yes","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4631,22,1,1427.55,65.05,"Month-to-month","Mailed check","No","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","No","No","No"
4632,5,0,452.7,92.5,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No"
4633,1,0,19.45,19.45,"Month-to-month","Mailed check","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4634,72,1,1709.15,24.05,"Two year","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4635,2,1,53.15,18.75,"Month-to-month","Bank transfer (automatic)","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4636,40,1,777.35,20.15,"Two year","Bank transfer (automatic)","No","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4637,44,1,860.85,20,"One year","Bank transfer (automatic)","No","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4638,71,1,5012.1,71,"One year","Bank transfer (automatic)","Yes","Male","Yes","Yes","No","Yes","No","DSL","Yes","Yes","No","Yes","Yes","No"
4639,2,0,166.3,75.55,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
4640,26,1,2404.1,93.6,"Month-to-month","Electronic check","Yes","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes"
4641,1,0,70,70,"Month-to-month","Electronic check","Yes","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","No"
4642,1,1,24.4,24.4,"Month-to-month","Mailed check","No","Female","No","No","No","No","No phone service","DSL","No","No","No","No","No","No"
4643,65,0,4820.15,74.8,"Two year","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","No","Yes","Yes","Yes"
4644,3,1,209.9,65.25,"Month-to-month","Mailed check","Yes","Male","No","No","No","Yes","Yes","DSL","No","No","No","Yes","Yes","No"
4645,13,1,610.75,50.55,"Month-to-month","Mailed check","Yes","Male","No","No","No","Yes","No","DSL","No","No","No","Yes","No","No"
4646,33,0,3409.6,104.4,"Month-to-month","Electronic check","Yes","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
4647,1,1,70.7,70.7,"Month-to-month","Mailed check","Yes","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
4648,4,1,155.35,45.25,"Month-to-month","Mailed check","No","Male","No","Yes","Yes","Yes","No","DSL","No","No","No","No","No","No"
4649,2,1,144,70.3,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No"
4650,72,1,7875,108.95,"Two year","Credit card (automatic)","Yes","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
4651,37,1,911.6,26.45,"Month-to-month","Mailed check","No","Female","No","Yes","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4652,15,0,1270.2,86.2,"Month-to-month","Electronic check","No","Female","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","Yes","No"
4653,23,1,478.1,19.65,"One year","Credit card (automatic)","Yes","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4654,30,0,1561.5,51.2,"Month-to-month","Credit card (automatic)","No","Female","No","Yes","Yes","No","No phone service","DSL","No","No","No","Yes","Yes","Yes"
4655,42,1,761.85,19.05,"One year","Electronic check","Yes","Female","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4656,32,1,2282.95,74.75,"One year","Mailed check","No","Female","No","No","No","Yes","Yes","DSL","Yes","No","No","No","Yes","Yes"
4657,22,1,1615.1,75.8,"Month-to-month","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","No","No"
4658,42,1,1097.15,25.1,"Month-to-month","Credit card (automatic)","Yes","Male","No","Yes","No","No","No phone service","DSL","No","No","No","No","No","No"
4659,8,1,369.3,44.45,"Month-to-month","Mailed check","No","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No"
4660,65,1,6725.3,104.3,"Two year","Credit card (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes"
4661,2,0,31.55,19.5,"Month-to-month","Mailed check","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4662,70,1,6293.2,89,"Two year","Bank transfer (automatic)","Yes","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
4663,22,1,432.5,20.15,"Month-to-month","Credit card (automatic)","No","Male","No","No","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4664,4,0,321.75,74.9,"Month-to-month","Electronic check","Yes","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
4665,2,0,147.15,74.9,"Month-to-month","Credit card (automatic)","No","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No"
4666,67,1,2434.45,36.15,"Two year","Bank transfer (automatic)","No","Female","No","Yes","Yes","No","No phone service","DSL","Yes","Yes","No","No","No","No"
4667,25,1,532.1,19.2,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4668,20,1,375.25,19.25,"Month-to-month","Bank transfer (automatic)","No","Female","No","Yes","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4669,2,1,125.95,61.2,"Month-to-month","Credit card (automatic)","Yes","Female","No","No","Yes","Yes","No","DSL","Yes","No","No","No","No","Yes"
4670,51,1,1042.65,20.45,"Two year","Mailed check","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4671,46,1,1620.25,35.05,"Month-to-month","Bank transfer (automatic)","No","Female","No","Yes","Yes","No","No phone service","DSL","Yes","Yes","No","No","No","No"
4672,25,0,2387.75,100.25,"Month-to-month","Electronic check","Yes","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
4673,13,1,659.35,44,"Month-to-month","Mailed check","No","Male","No","No","Yes","Yes","No","DSL","No","No","No","No","No","No"
4674,25,0,2660.2,102.8,"Month-to-month","Mailed check","Yes","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes"
4675,26,1,1285.8,50.35,"One year","Mailed check","No","Male","No","Yes","Yes","Yes","No","DSL","No","No","Yes","No","No","No"
4676,43,0,4211.55,100,"One year","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes"
4677,19,1,377.55,20,"Month-to-month","Electronic check","Yes","Male","No","No","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4678,10,0,990.9,99.85,"Month-to-month","Electronic check","Yes","Male","No","Yes","No","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes"
4679,2,0,193.8,94.2,"Month-to-month","Bank transfer (automatic)","Yes","Female","No","No","Yes","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes"
4680,72,1,6058.95,86.4,"Two year","Bank transfer (automatic)","Yes","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes"
4681,18,1,964.9,58.4,"Month-to-month","Credit card (automatic)","Yes","Male","Yes","No","No","Yes","Yes","DSL","Yes","Yes","No","No","No","No"
4682,9,0,790.15,83.85,"Month-to-month","Electronic check","Yes","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes"
4683,27,0,2467.75,88.3,"Month-to-month","Credit card (automatic)","No","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes"
4684,24,1,2322.85,94.1,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes"
4685,69,0,7262,104.05,"One year","Bank transfer (automatic)","Yes","Male","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
4686,46,1,4854.3,108.9,"Two year","Credit card (automatic)","Yes","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
4687,72,1,7748.75,107.4,"Two year","Bank transfer (automatic)","Yes","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes"
4688,22,0,1914.9,94.7,"Month-to-month","Credit card (automatic)","Yes","Male","No","Yes","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes"
4689,70,1,6470.1,90.85,"Month-to-month","Electronic check","Yes","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes"
4690,2,1,57.4,19.9,"Month-to-month","Electronic check","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4691,31,1,2019.8,66.4,"Month-to-month","Credit card (automatic)","Yes","Male","No","Yes","No","Yes","No","DSL","No","No","Yes","Yes","No","Yes"
4692,56,0,5688.05,100.65,"Month-to-month","Bank transfer (automatic)","Yes","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
4693,16,1,1522.7,100.7,"Month-to-month","Bank transfer (automatic)","No","Female","No","Yes","Yes","Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes"
4694,52,1,1334.5,25.6,"Two year","Credit card (automatic)","No","Male","No","No","Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4695,13,1,252,19.85,"Month-to-month","Mailed check","Yes","Male","No","Yes","Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4696,35,1,700.45,20.75,"One year","Mailed check","No","Female","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4697,59,1,5655.45,95.8,"Two year","Electronic check","No","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes"
4698,72,1,6747.35,94.65,"Month-to-month","Electronic check","Yes","Male","No","Yes","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes"
4699,66,0,5265.1,80.55,"Two year","Bank transfer (automatic)","Yes","Female","Yes","Yes","No","Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes"
4700,49,1,5174.35,106.65,"Two year","Credit card (automatic)","No","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes"
4701,2,1,105.6,45.85,"Month-to-month","Mailed check","Yes","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No"
4702,21,1,2271.85,104.35,"Month-to-month","Electronic check","Yes","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
4703,54,1,2966.95,55.45,"One year","Electronic check","Yes","Male","Yes","No","No","No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes"
4704,24,0,1772.25,78.85,"Month-to-month","Electronic check","Yes","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","No"
4705,1,1,61.15,61.15,"Month-to-month","Electronic check","No","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","No","No","No","No"
4706,6,1,494.95,78.95,"Month-to-month","Electronic check","Yes","Male","No","No","No","Yes","No","Fiber optic","Yes","Yes","No","No","No","No"
4707,1,0,44.45,44.45,"Month-to-month","Mailed check","Yes","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No"
4708,49,1,5290.45,109.2,"One year","Credit card (automatic)","Yes","Male","No","No","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
4709,56,1,3346.8,61.3,"Two year","Credit card (automatic)","Yes","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","No","No","No"
4710,56,1,5219.65,96.85,"Month-to-month","Electronic check","Yes","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes"
4711,6,1,217.5,40.55,"Two year","Mailed check","No","Female","No","Yes","Yes","No","No phone service","DSL","No","Yes","Yes","Yes","No","No"
4712,32,1,607.7,19.8,"One year","Mailed check","No","Male","No","No","No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4713,50,1,5431.4,108.25,"One year","Electronic check","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
4714,58,1,6004.85,105.05,"One year","Bank transfer (automatic)","Yes","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
4715,65,1,5957.9,90.45,"Two year","Mailed check","Yes","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
